group_id,activity,fold,puntaje__dron,puntaje__fondo,parts_used,prediction,margin,rejected,stage,source,model,puntaje__ar,puntaje__bebop,puntaje__phantom,mode,puntaje__conectado,puntaje__hovering,puntaje__video,puntaje__vuelo
dronerf_00000_5,fondo,2,0.24233370786470085,0.7576662921352992,2,fondo,0.1704366614999571,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_00000_6,fondo,1,0.22269210094288502,0.777307899057115,2,fondo,0.19007826842177292,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_00000_7,fondo,4,0.23513104451202363,0.7648689554879764,2,fondo,0.1776393248526343,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_00000_8,fondo,5,0.24950676052196485,0.7504932394780351,2,fondo,0.1632636088426931,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_00000_9,fondo,5,0.25339081020661247,0.7466091897933875,2,fondo,0.15937955915804547,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10000_0,dron,4,0.682108268369919,0.317891731630081,2,dron,0.26933789900526106,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10000_1,dron,5,0.6114854591903001,0.38851454080969994,2,dron,0.19871508982564212,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10000_2,dron,5,0.6810977931229629,0.318902206877037,2,dron,0.268327423758305,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10000_3,dron,4,0.41868092162356796,0.581319078376432,2,dron,0.005910552258910018,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10000_4,dron,2,0.7466346512844905,0.25336534871550953,2,dron,0.33386428191983253,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10001_0,dron,4,0.7745463219809103,0.2254536780190897,2,dron,0.3617759526162524,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10001_1,dron,5,0.7483784000167786,0.2516215999832214,2,dron,0.33560803065212064,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10001_2,dron,2,0.4151690903622812,0.5848309096377187,2,dron,0.0023987209976232826,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10001_3,dron,2,0.7285183853614662,0.2714816146385338,2,dron,0.31574801599680824,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10001_4,dron,5,0.6630586355361514,0.33694136446384854,2,dron,0.25028826617149347,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10010_0,dron,5,0.7835937084617312,0.2164062915382689,2,dron,0.3708233390970732,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10010_1,dron,5,0.7580043276680197,0.2419956723319803,2,dron,0.3452339583033618,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10010_2,dron,1,0.79494644061861,0.20505355938138994,2,dron,0.38217607125395203,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10010_3,dron,3,0.8039648346798014,0.19603516532019855,2,dron,0.39119446531514346,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10010_4,dron,1,0.8061602299411892,0.19383977005881076,2,dron,0.39338986057653125,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10011_0,dron,4,0.7955818026995021,0.20441819730049798,2,dron,0.38281143333484413,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10011_1,dron,3,0.4356572009308497,0.5643427990691503,2,dron,0.022886831566191757,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10011_2,dron,5,0.8030534413052751,0.19694655869472488,2,dron,0.3902830719406172,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10011_3,dron,3,0.7892546312881459,0.21074536871185412,2,dron,0.37648426192348794,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10011_4,dron,4,0.7993471915801252,0.2006528084198748,2,dron,0.3865768222154673,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10100_0,dron,2,0.8128612909343219,0.18713870906567806,2,dron,0.40009092156966397,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10100_1,dron,1,0.41277036936465794,0.5872296306353421,2,dron,0.0,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10100_2,dron,3,0.81158804235542,0.18841195764458005,2,dron,0.3988176729907621,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10100_3,dron,1,0.8140587278336266,0.18594127216637335,2,dron,0.4012883584689687,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10100_4,dron,3,0.8681393277189178,0.13186067228108223,2,dron,0.45536895835425983,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10101_0,dron,2,0.7752947613900466,0.2247052386099534,2,dron,0.36252439202538866,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10101_1,dron,3,0.7552186663252749,0.24478133367472513,2,dron,0.34244829696061696,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10101_2,dron,3,0.760961168251781,0.2390388317482191,2,dron,0.348190798887123,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10101_3,dron,5,0.8090174564138871,0.19098254358611289,2,dron,0.3962470870492292,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10101_4,dron,1,0.7995852411139814,0.20041475888601856,2,dron,0.3868148717493235,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10110_0,dron,1,0.741770814038972,0.25822918596102806,2,dron,0.3290004446743141,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10110_1,dron,1,0.7699736206882403,0.2300263793117598,2,dron,0.3572032513235823,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10110_2,dron,1,0.7548549900793828,0.2451450099206172,2,dron,0.3420846207147249,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10110_3,dron,4,0.7646886992542261,0.23531130074577392,2,dron,0.35191832988956817,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10110_4,dron,5,0.7480405226154712,0.25195947738452884,2,dron,0.3352701532508132,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10111_0,dron,2,0.7406322313535674,0.25936776864643263,2,dron,0.32786186198890943,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10111_1,dron,1,0.651759355792548,0.34824064420745204,2,dron,0.23898898642789002,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10111_2,dron,4,0.6469699130734845,0.3530300869265155,2,dron,0.23419954370882656,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10111_3,dron,2,0.6888000653186892,0.31119993468131074,2,dron,0.27602969595403126,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10111_4,dron,2,0.7904189989812277,0.20958100101877225,2,dron,0.37764862961656975,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_11000_0,dron,4,0.8416867755374444,0.1583132244625555,2,dron,0.4289164061727865,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_11000_1,dron,4,0.8208893944487359,0.17911060555126404,2,dron,0.40811902508407794,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_11000_2,dron,2,0.8454152610961453,0.15458473890385474,2,dron,0.43264489173148735,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_11000_3,dron,3,0.780565385344262,0.21943461465573802,2,dron,0.36779501597960407,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_11000_4,dron,3,0.8463096190299377,0.1536903809700622,2,dron,0.4335392496652798,False,actividad,desarrollo_oof,,,,,,,,,
dronerf_10000_19,,0,,,2,ar,0.01579677602676005,False,modelo,evaluacion_reservada,bebop,0.33906573594753514,0.3232689599207751,0.32135927918890606,,,,,
dronerf_10001_19,,0,,,2,bebop,0.013974324491678958,False,modelo,evaluacion_reservada,bebop,0.34509405530332543,0.3590683797950044,0.2781298162185385,,,,,
dronerf_10010_19,,0,,,2,bebop,0.00711748469114365,False,modelo,evaluacion_reservada,bebop,0.3460156786927673,0.35313316338391093,0.2965235035611399,,,,,
dronerf_10011_19,,0,,,2,no_concluyente,9.536130703546863e-05,True,modelo,evaluacion_reservada,bebop,0.35355703112774106,0.35365239243477653,0.276466017663336,,,,,
dronerf_10100_19,,0,,,2,no_concluyente,0.001364815371959982,True,modelo,evaluacion_reservada,ar,0.351181516987364,0.349816701615404,0.2909454034653461,,,,,
dronerf_10101_19,,0,,,2,bebop,0.009771868605686906,False,modelo,evaluacion_reservada,ar,0.34737052678758856,0.35714239539327547,0.2784475224464677,,,,,
dronerf_10110_19,,0,,,2,bebop,0.017268992926213644,False,modelo,evaluacion_reservada,ar,0.3450790390421943,0.3623480319684079,0.28632289882767037,,,,,
dronerf_10111_16,,0,,,2,no_concluyente,0.0026702634252306345,True,modelo,evaluacion_reservada,ar,0.3491607487048402,0.35183101213007084,0.27764587598776647,,,,,
dronerf_11000_19,,0,,,2,no_concluyente,0.0007853208667882305,True,modelo,evaluacion_reservada,phantom,0.3267376590885693,0.3246332556519811,0.3275229799553575,,,,,
dronerf_10000_0,,4,,,2,bebop,0.023001112653930122,False,modelo,desarrollo_oof,bebop,0.3442315510002347,0.36723266365416485,0.2753950499416299,,,,,
dronerf_10000_1,,5,,,2,bebop,0.01681160921455771,False,modelo,desarrollo_oof,bebop,0.347587967103222,0.3643995763177797,0.2793944635204094,,,,,
dronerf_10000_2,,2,,,2,bebop,0.027261188279732007,False,modelo,desarrollo_oof,bebop,0.34189899255261325,0.36916018083234525,0.27669035802246295,,,,,
dronerf_10000_3,,5,,,2,bebop,0.005752260917427643,False,modelo,desarrollo_oof,bebop,0.3872603139665012,0.3930125748839288,0.2017716034453593,,,,,
dronerf_10000_4,,2,,,2,bebop,0.00876826138037995,False,modelo,desarrollo_oof,bebop,0.35751173755655974,0.3662799989369397,0.26929399414448263,,,,,
dronerf_10001_0,,1,,,2,no_concluyente,0.00016261954523827393,True,modelo,desarrollo_oof,bebop,0.3452414665299418,0.34507884698470354,0.2977177940993193,,,,,
dronerf_10001_1,,1,,,2,no_concluyente,0.0023254547418377625,True,modelo,desarrollo_oof,bebop,0.3522166862910299,0.3545421410328677,0.28265448238854624,,,,,
dronerf_10001_2,,3,,,2,ar,0.057546815720431854,False,modelo,desarrollo_oof,bebop,0.4122037829649507,0.35465696724451884,0.2142777475526551,,,,,
dronerf_10001_3,,4,,,2,bebop,0.017263265074853873,False,modelo,desarrollo_oof,bebop,0.338021438657819,0.35528470373267285,0.3041542817142343,,,,,
dronerf_10001_4,,2,,,2,bebop,0.03427345512711799,False,modelo,desarrollo_oof,bebop,0.34285147306366914,0.37712492819078713,0.26667114392653635,,,,,
dronerf_10010_0,,1,,,2,bebop,0.007667149018840913,False,modelo,desarrollo_oof,bebop,0.3435235610380676,0.3511907100569085,0.28770674171537114,,,,,
dronerf_10010_1,,2,,,2,no_concluyente,0.003321692599022985,True,modelo,desarrollo_oof,bebop,0.34788250142540883,0.3512041940244318,0.29338783078412123,,,,,
dronerf_10010_2,,3,,,2,bebop,0.014949386616760263,False,modelo,desarrollo_oof,bebop,0.3463117842792319,0.3612611708959922,0.27289147453277773,,,,,
dronerf_10010_3,,1,,,2,no_concluyente,0.002053422447127029,True,modelo,desarrollo_oof,bebop,0.349346526163994,0.351399948611121,0.27904728343841145,,,,,
dronerf_10010_4,,5,,,2,bebop,0.019825692831933528,False,modelo,desarrollo_oof,bebop,0.3440534139389058,0.36387910677083934,0.27757607839771137,,,,,
dronerf_10011_0,,4,,,2,bebop,0.015772746988172937,False,modelo,desarrollo_oof,bebop,0.33983286042646654,0.3556056074146395,0.2845755813699418,,,,,
dronerf_10011_1,,3,,,2,ar,0.04664264712856847,False,modelo,desarrollo_oof,bebop,0.4045725129870099,0.35792986585844144,0.22691269618658497,,,,,
dronerf_10011_2,,5,,,2,bebop,0.020196309455079775,False,modelo,desarrollo_oof,bebop,0.34321543739109533,0.3634117468461751,0.2880568300413583,,,,,
dronerf_10011_3,,4,,,2,bebop,0.01108509459196172,False,modelo,desarrollo_oof,bebop,0.33681268725768965,0.34789778184965137,0.29942363676336975,,,,,
dronerf_10011_4,,3,,,2,bebop,0.018420752148498976,False,modelo,desarrollo_oof,bebop,0.34131966648105916,0.35974041862955813,0.29105386511172204,,,,,
dronerf_10100_0,,4,,,2,no_concluyente,0.005478018763883652,True,modelo,desarrollo_oof,ar,0.3473572314384641,0.35283525020234774,0.2860566304852159,,,,,
dronerf_10100_1,,1,,,2,bebop,0.18731842177383806,False,modelo,desarrollo_oof,ar,0.30232206542996604,0.4896404872038041,0.19075129462201598,,,,,
dronerf_10100_2,,3,,,2,bebop,0.014000251430328459,False,modelo,desarrollo_oof,ar,0.3455737571780497,0.3595740086083782,0.27578232353737997,,,,,
dronerf_10100_3,,2,,,2,no_concluyente,0.0001112553113672421,True,modelo,desarrollo_oof,ar,0.3514583770667864,0.35134712175541916,0.2862855919955604,,,,,
dronerf_10100_4,,4,,,2,ar,0.07808253137196941,False,modelo,desarrollo_oof,ar,0.37198516755853006,0.26381397684149327,0.29390263618656065,,,,,
dronerf_10101_0,,2,,,2,no_concluyente,0.003509677391426491,True,modelo,desarrollo_oof,ar,0.3551406565830617,0.3586503339744882,0.27614632413962403,,,,,
dronerf_10101_1,,3,,,2,bebop,0.016227036383633098,False,modelo,desarrollo_oof,ar,0.34948404253000864,0.36571107891364174,0.27831687337096694,,,,,
dronerf_10101_2,,3,,,2,bebop,0.019365860717240002,False,modelo,desarrollo_oof,ar,0.3445338065420951,0.3638996672593351,0.2783706127524459,,,,,
dronerf_10101_3,,1,,,2,ar,0.01512817612017825,False,modelo,desarrollo_oof,ar,0.3651317556446272,0.35000357952444894,0.2735582994216096,,,,,
dronerf_10101_4,,5,,,2,bebop,0.012347284900853961,False,modelo,desarrollo_oof,ar,0.34888555212713007,0.36123283702798403,0.273362463280035,,,,,
dronerf_10110_0,,4,,,2,bebop,0.025246919168411652,False,modelo,desarrollo_oof,ar,0.3303490591230692,0.3555959782914809,0.3071160977857459,,,,,
dronerf_10110_1,,1,,,2,bebop,0.009489929774701422,False,modelo,desarrollo_oof,ar,0.35005386792150306,0.3595437976962045,0.27776737490478065,,,,,
dronerf_10110_2,,2,,,2,no_concluyente,0.002272331733615407,True,modelo,desarrollo_oof,ar,0.3506981855678391,0.3529705173014545,0.2930731277090591,,,,,
dronerf_10110_3,,3,,,2,bebop,0.012565246332608027,False,modelo,desarrollo_oof,ar,0.3429920245536757,0.35555727088628375,0.277527461998413,,,,,
dronerf_10110_4,,4,,,2,bebop,0.014097327579239316,False,modelo,desarrollo_oof,ar,0.33958921085261895,0.35368653843185827,0.30154427088127744,,,,,
dronerf_10111_0,,5,,,2,no_concluyente,0.005683451390108174,True,modelo,desarrollo_oof,ar,0.3522007284572838,0.35788417984739196,0.2615687797736955,,,,,
dronerf_10111_1,,5,,,2,bebop,0.01774157403312593,False,modelo,desarrollo_oof,ar,0.3433526625816702,0.3610942366147961,0.2836057476594016,,,,,
dronerf_10111_2,,5,,,2,ar,0.06269006311321956,False,modelo,desarrollo_oof,ar,0.40778636133865387,0.3450962982254343,0.2165150772209738,,,,,
dronerf_10111_3,,2,,,2,ar,0.0802536770613757,False,modelo,desarrollo_oof,ar,0.42270641747232257,0.34245274041094687,0.22660117974637534,,,,,
dronerf_10111_4,,1,,,2,ar,0.09325992625763002,False,modelo,desarrollo_oof,ar,0.42038636666116946,0.32712644040353944,0.23909852998084793,,,,,
dronerf_11000_0,,3,,,2,phantom,0.04040680158475374,False,modelo,desarrollo_oof,phantom,0.29884688049359964,0.32644426407837324,0.366851065663127,,,,,
dronerf_11000_1,,1,,,2,phantom,0.062163782629742426,False,modelo,desarrollo_oof,phantom,0.3218278235719007,0.291668065752385,0.38399160620164313,,,,,
dronerf_11000_2,,2,,,2,phantom,0.020506268365339475,False,modelo,desarrollo_oof,phantom,0.3236745790067732,0.32309431729890814,0.3441808473721127,,,,,
dronerf_11000_3,,4,,,2,phantom,0.09742238222426441,False,modelo,desarrollo_oof,phantom,0.29157909661056475,0.28788049165364193,0.38900147883482916,,,,,
dronerf_11000_4,,5,,,2,no_concluyente,0.004277003490624265,True,modelo,desarrollo_oof,phantom,0.3273605084887734,0.32852063688153355,0.3327976403721578,,,,,
dronerf_10000_19,,0,,,2,vuelo,0.023138539971551242,False,modo_bebop,evaluacion_reservada,,,,,conectado,0.24058086508232457,0.22692256085749674,0.24833400024688157,0.2714725402184328
dronerf_10001_19,,0,,,2,vuelo,0.00682512433215432,False,modo_bebop,evaluacion_reservada,,,,,hovering,0.23991594481507025,0.23858621669642158,0.25735763016192126,0.2641827544940756
dronerf_10010_19,,0,,,2,no_concluyente,0.0020772570399886225,True,modo_bebop,evaluacion_reservada,,,,,vuelo,0.23563608889449053,0.2419341924770804,0.2547611364287238,0.2568383934687124
dronerf_10011_19,,0,,,2,no_concluyente,0.0003447891569218209,True,modo_bebop,evaluacion_reservada,,,,,video,0.23937494984660784,0.2369573059248228,0.2576781390075477,0.25802292816446953
dronerf_10000_0,,1,,,2,no_concluyente,0.0013862985852056697,True,modo_bebop,desarrollo_oof,,,,,conectado,0.2524839652884621,0.2400167328612211,0.2462523304505563,0.2538702638736678
dronerf_10000_1,,5,,,2,conectado,0.005122897035789026,False,modo_bebop,desarrollo_oof,,,,,conectado,0.25431719416171095,0.24919429712592192,0.24162950119906976,0.24535434093514624
dronerf_10000_2,,3,,,2,vuelo,0.007642309736508562,False,modo_bebop,desarrollo_oof,,,,,conectado,0.24486036011549697,0.23964275809932323,0.24663136765329283,0.2542736773898014
dronerf_10000_3,,2,,,2,video,0.06217752055775749,False,modo_bebop,desarrollo_oof,,,,,conectado,0.2657818868527353,0.20536044271351092,0.3279594074104928,0.1949239562614046
dronerf_10000_4,,4,,,2,no_concluyente,5.2806529945659264e-05,True,modo_bebop,desarrollo_oof,,,,,conectado,0.24464846506085489,0.243496503285624,0.2488540337651118,0.24890684029505747
dronerf_10001_0,,4,,,2,vuelo,0.018676397587976595,False,modo_bebop,desarrollo_oof,,,,,hovering,0.24082236215057573,0.23500501606408056,0.24601678122057977,0.26469317880855636
dronerf_10001_1,,5,,,2,vuelo,0.007196258670846611,False,modo_bebop,desarrollo_oof,,,,,hovering,0.24212721939047127,0.2349219095240565,0.25521259235702864,0.26240885102787526
dronerf_10001_2,,2,,,2,video,0.07929842529450204,False,modo_bebop,desarrollo_oof,,,,,hovering,0.2564266623285254,0.20454233340813122,0.33572508762302744,0.18998712549196117
dronerf_10001_3,,3,,,2,no_concluyente,0.0021398863179243888,True,modo_bebop,desarrollo_oof,,,,,hovering,0.2464334427148301,0.24701774446726282,0.2460052301462964,0.2491576307851872
dronerf_10001_4,,1,,,2,no_concluyente,0.0010864873382121498,True,modo_bebop,desarrollo_oof,,,,,hovering,0.24399133845146825,0.2428688744856456,0.2575600433374743,0.25647355599926214
dronerf_10010_0,,3,,,2,vuelo,0.006248672898227281,False,modo_bebop,desarrollo_oof,,,,,vuelo,0.24630123168966653,0.24111323561366554,0.2515697986580723,0.25781847155629956
dronerf_10010_1,,1,,,2,vuelo,0.01184045646326598,False,modo_bebop,desarrollo_oof,,,,,vuelo,0.23433580727720207,0.23427509664036533,0.2530263679187779,0.2648668243820439
dronerf_10010_2,,5,,,2,no_concluyente,0.0025156952595199455,True,modo_bebop,desarrollo_oof,,,,,vuelo,0.23439936868859468,0.2317421184052675,0.2564595240860323,0.25897521934555223
dronerf_10010_3,,2,,,2,vuelo,0.0041033249413018336,False,modo_bebop,desarrollo_oof,,,,,vuelo,0.2441401233120447,0.24827018623748098,0.2463023987127798,0.2523735111787828
dronerf_10010_4,,4,,,2,vuelo,0.007024812334741615,False,modo_bebop,desarrollo_oof,,,,,vuelo,0.23180212943795706,0.2437233858382617,0.2525371291445168,0.25956194147925843
dronerf_10011_0,,4,,,2,vuelo,0.005515228252039539,False,modo_bebop,desarrollo_oof,,,,,video,0.23786086403716072,0.235983745506087,0.25748110787132106,0.2629963361233606
dronerf_10011_1,,5,,,2,conectado,0.013628849340550753,False,modo_bebop,desarrollo_oof,,,,,video,0.3217131111253004,0.3080842617847496,0.17210760683863185,0.18554265283856114
dronerf_10011_2,,2,,,2,no_concluyente,0.0026298112768381454,True,modo_bebop,desarrollo_oof,,,,,video,0.24261375802188995,0.25388135885897734,0.24084973186384093,0.2565111701358155
dronerf_10011_3,,3,,,2,vuelo,0.01114639467537043,False,modo_bebop,desarrollo_oof,,,,,video,0.22266135141285187,0.2403395763295327,0.2587150731020042,0.26986146777737463
dronerf_10011_4,,1,,,2,vuelo,0.022877980357221023,False,modo_bebop,desarrollo_oof,,,,,video,0.23169741416923592,0.23316668030769727,0.24962099101400778,0.2724989713712288
dronerf_10100_19,,0,,,2,hovering,0.008039994902214076,False,modo_ar,evaluacion_reservada,,,,,conectado,0.258464882961742,0.26866119670464894,0.20387504771651765,0.26062120180243487
dronerf_10101_19,,0,,,2,no_concluyente,0.0031747135476217214,True,modo_ar,evaluacion_reservada,,,,,hovering,0.23658532280050928,0.2806162136438915,0.19162567365521074,0.2774415000962698
dronerf_10110_19,,0,,,2,vuelo,0.01002680603551065,False,modo_ar,evaluacion_reservada,,,,,vuelo,0.23332198116839947,0.276922281544676,0.18621198186323973,0.28694908758018667
dronerf_10111_16,,0,,,2,no_concluyente,0.0019364611923203823,True,modo_ar,evaluacion_reservada,,,,,video,0.23914331560247395,0.26560922950772736,0.20345020297773084,0.26754569070004774
dronerf_10100_0,,1,,,2,vuelo,0.00422582447854547,False,modo_ar,desarrollo_oof,,,,,conectado,0.2247720981680258,0.2714237967683906,0.20194690420273026,0.2756496212469361
dronerf_10100_1,,5,,,2,video,0.4163410594464084,False,modo_ar,desarrollo_oof,,,,,conectado,0.14821172843047903,0.1410088884739385,0.5645527878768875,0.14702160678182466
dronerf_10100_2,,3,,,2,no_concluyente,0.0021368323099686393,True,modo_ar,desarrollo_oof,,,,,conectado,0.24873802959852354,0.2711161396809374,0.18326457106685087,0.26897930737096876
dronerf_10100_3,,2,,,2,vuelo,0.006120306514601603,False,modo_ar,desarrollo_oof,,,,,conectado,0.2315858381407463,0.27378966702036567,0.19927574412670196,0.27990997353496727
dronerf_10100_4,,4,,,2,vuelo,0.05124702876432263,False,modo_ar,desarrollo_oof,,,,,conectado,0.24516340780396215,0.2659200540222496,0.1583338479181574,0.31716708278657224
dronerf_10101_0,,4,,,2,vuelo,0.006434341369825458,False,modo_ar,desarrollo_oof,,,,,hovering,0.2484055522393564,0.2785927311698263,0.16395526253794593,0.28502707253965176
dronerf_10101_1,,5,,,2,hovering,0.008780199582551718,False,modo_ar,desarrollo_oof,,,,,hovering,0.2517543307801503,0.27713290073725105,0.19034712118688696,0.26835270115469934
dronerf_10101_2,,2,,,2,vuelo,0.00431575060490319,False,modo_ar,desarrollo_oof,,,,,hovering,0.23741223913285758,0.2735998631904516,0.1902921535739679,0.2779156137953548
dronerf_10101_3,,3,,,2,no_concluyente,0.0008832558441426719,True,modo_ar,desarrollo_oof,,,,,hovering,0.23044483242976282,0.27660823031679316,0.19577236549022248,0.2757249744726505
dronerf_10101_4,,1,,,2,vuelo,0.010981931083854535,False,modo_ar,desarrollo_oof,,,,,hovering,0.2322680477636539,0.2670465623028976,0.19230484627070074,0.2780284933867521
dronerf_10110_0,,3,,,2,no_concluyente,0.003401453003329835,True,modo_ar,desarrollo_oof,,,,,vuelo,0.22546065601333015,0.27733181635515736,0.19892344658157857,0.2739303633518275
dronerf_10110_1,,1,,,2,no_concluyente,0.002268531607928337,True,modo_ar,desarrollo_oof,,,,,vuelo,0.21631791081287158,0.2814076512615371,0.20096829241783676,0.27913911965360877
dronerf_10110_2,,5,,,2,no_concluyente,0.0016516432574342765,True,modo_ar,desarrollo_oof,,,,,vuelo,0.2568779522965458,0.272174834672411,0.1824498996464859,0.2705231914149767
dronerf_10110_3,,2,,,2,vuelo,0.00860693205300156,False,modo_ar,desarrollo_oof,,,,,vuelo,0.22243751026396918,0.2762118117893212,0.18386439639359578,0.28481874384232275
dronerf_10110_4,,4,,,2,vuelo,0.0057262159809133295,False,modo_ar,desarrollo_oof,,,,,vuelo,0.23389037569760598,0.2849326271347835,0.1668172638287846,0.29065884311569684
dronerf_10111_0,,4,,,2,hovering,0.004546263115114135,False,modo_ar,desarrollo_oof,,,,,video,0.24712627338701215,0.2645128700896631,0.21516252925459356,0.259966606974549
dronerf_10111_1,,5,,,2,video,0.003660954238880687,False,modo_ar,desarrollo_oof,,,,,video,0.21683592409606767,0.24433093646967,0.25802175323855936,0.25436079899967867
dronerf_10111_2,,2,,,2,video,0.1512820099412471,False,modo_ar,desarrollo_oof,,,,,video,0.22046987395010045,0.1488410247125261,0.37175188389134756,0.15801937407278183
dronerf_10111_3,,3,,,2,video,0.13664107935931824,False,modo_ar,desarrollo_oof,,,,,video,0.22322070770127955,0.15400022753283915,0.3598617870605978,0.18025375118937997
dronerf_10111_4,,1,,,2,video,0.3266506810429696,False,modo_ar,desarrollo_oof,,,,,video,0.19792692182851473,0.1368641406675252,0.5245776028714844,0.13049572498661186
